BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---English---King-James-Version			KJV	King James Version	King James Version	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King James Authorized Committee	King James Authorized Version of the Holy Bible, standardized text	1611, 1769		eBible.org	https://ebible.org/details.php?id=eng-kjv2006			197592522X	1985365707	NULL	RFES0D7BTDF	0PVM05T6HXG	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version/paperback/product-1gqdwgp8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-new-testament/paperback/product-186y2kdk.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version/hardcover/product-1n7mpwnq.html	NULL	1gqdwgp8	186y2kdk	1n7mpwnq	NULL	NULL
Holy-Bible---English---King-James-Version-American			KJA	King James Version, American	King James Version, American	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution NoDerivatives NonCommercial 4.0, 2018-2026	Copyright by Engelbrite, Public Domain Free NonCommercial Distribution	Used with permission		King James Authorized Committee / Engelbrite	Michael Peter (Stone) Engelbrite, inspiredidea.com/akj.htm	1611, 1769, 1999		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=AKJV			NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Holy-Bible---English---King-James-Version-Cambridge			KJC	King James Version, Cambridge	King James Version, Cambridge	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King James Authorized Committee / Cambridge	Cambridge University Press and by Collins publishers	1611, 1769, 1900		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJVPCE			B0DY8NKKN2	B0DWLY9SY7	NULL	PDYJVHR79FP	PE29SW2VKR3	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-cambridge/paperback/product-nvz2nky.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-cambridge-new-testament/paperback/product-45q742p.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-cambridge/hardcover/product-q62eqrp.html	NULL	nvz2nky	45q742p	q62eqrp	NULL	NULL
Holy-Bible---English---King-James-Version-Restored-Name			KJN	King James Version, Restored	King James Version, Restored	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King James Authorized Committee / Martincic	www.Eliyah.com	1611, 1769, 2009		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=RNKJV			B0DWNK5W7N	B0DWLSNQVS	NULL	8T740JVYJAS	02HA5WXJVXD	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-restored/paperback/product-dyz97n9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-restored-new-testament/paperback/product-57v2ng7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-restored/hardcover/product-m2k7vwq.html	NULL	dyz97n9	57v2ng7	m2k7vwq	NULL	NULL
Holy-Bible---English---King-James-Version-Revised			KJR	King James Version, Revised	King James Version, Revised	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	General Public License			King James Authorized Committee / Jones	Michael W. Jones, Sr.	1611, 1769, 2003		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=RLT			B0DWLWJ4BN	B0DWLWB1VH	NULL	2BGJYVWG751	0EDPY5NQWGQ	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-revised/paperback/product-p67rm7q.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-revised-new-testament/paperback/product-57v2nvp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-revised/hardcover/product-m2k7vkj.html	NULL	p67rm7q	57v2nvp	m2k7vkj	NULL	NULL
Holy-Bible---English---King-James-Version-Updated			KJU	King James Version, Updated	King James Version, Updated	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King James Authorized Committee	A Christmas gift to the world completed December 25	2000	I love Jesus (UKJV).	Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=UKJV			B0858S8HT4	B086PSL7GZ	NULL	G08SW2EM37Q	JXZT3PYNAWX	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-updated/paperback/product-1vgmp92g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-updated-new-testament/paperback/product-1968gz79.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-king-james-version-updated/hardcover/product-1y5gpneg.html	NULL	1vgmp92g	1968gz79	1y5gpneg	NULL	NULL
Holy-Bible---English---Leeser-Tanakh			ELT	Leeser Tanakh Old Testament	Leeser Tanakh Old Testament	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Isaac Leeser	Isaac Leeser	1853, 1857		eBible.org	https://ebible.org/details.php?id=englee			B0DWLJX6VN	NULL	NULL	EBJPNRF3MEQ	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-leeser-tanakh-old-testament/paperback/product-yv8wqk5.html	NULL	NULL	NULL	yv8wqk5	NULL	NULL	NULL	NULL
Holy-Bible---English---Literal-Standard			ELS	Literal Standard Version	Literal Standard Version	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Covenant Press and the Covenant Christian Coalition	Covenant Press and the Covenant Christian Coalition	2020		eBible.org	https://ebible.org/details.php?id=englsv			B0DWLXQXS4	B0DWLSR3PF	NULL	T4C0P5DTRDP	GN5CXWSETVD	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-literal-standard-version/paperback/product-gj2654w.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-literal-standard-version-new-testament/paperback/product-rmv5245.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-literal-standard-version/hardcover/product-45q7e4n.html	NULL	gj2654w	rmv5245	45q7e4n	NULL	NULL
Holy-Bible---English---Living-Oracles-NT			ELO	Living Oracles NT	Living Oracles NT	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Alexander Campbell	Alexander Campbell	1826		Bible4u.net	https://bible4u.net/en/download#TLO			B0DWLW5Z57	NULL	NULL	GF8DC1V9V64	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-living-oracles-nt/paperback/product-m2k7v96.html	NULL	NULL	NULL	m2k7v96	NULL	NULL	NULL	NULL
Holy-Bible---English---LXX2012-U-S-English			EXX	LXX: Septuagint, English 2012	LXX: Septuagint, English 2012	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Sir Lancelot Charles Lee Brenton / Michael Paul Johnson	Sir Lancelot Charles Lee Brenton, updated by Michael Paul Johnson	1851, 2012		eBible.org	https://ebible.org/details.php?id=eng-lxx2012			1975925262	NULL	NULL	CZ6XH70N0KN	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-lxx-septuagint-english-2012/paperback/product-1dgdvm4e.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-lxx-septuagint-english-2012/hardcover/product-qqn2rm.html	NULL	1dgdvm4e	NULL	qqn2rm	NULL	NULL
Holy-Bible---English---Majority-Standard-Bible			EMS	Majority Standard Bible	Majority Standard Bible	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Berean Bible Translation Committee	Berean Bible Translation Committee	2023		eBible.org	https://ebible.org/details.php?id=engmsb			B0FPBJTRR1	B0FPBHRWGT	NULL	AMAHA2GH71E	RBKJCY7QXDX	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-majority-standard-bible/paperback/product-2mre4nr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-majority-standard-bible-new-testament/paperback/product-gjd9qz9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-majority-standard-bible/hardcover/product-e7dj4qn.html	NULL	2mre4nr	gjd9qz9	e7dj4qn	NULL	NULL
Holy-Bible---English---Montgomery-NT			EMO	Montgomery New Testament	Montgomery New Testament	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Helen Barrett Montgomery	Helen Barrett Montgomery	1924		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Montgomery			B0851MB4ZL	NULL	NULL	GVYMBEC7XHS	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-montgomery-new-testament/paperback/product-1pg5pe4m.html	NULL	NULL	NULL	1pg5pe4m	NULL	NULL	NULL	NULL
Holy-Bible---English---New-Heart-Aramaic			NHA	New Heart English Bible, Aramaic	New Heart English Bible, Aramaic	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	Aramaic used for names	NHEB.net	https://nheb.net			1729656587	1729656617	NULL	J1RHNVNGJDY	YYAYZHA61XM	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-aramaic/paperback/product-176879z7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-aramaic-new-testament/paperback/product-124r65nz.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-aramaic/hardcover/product-1e4d9827.html	NULL	176879z7	124r65nz	1e4d9827	NULL	NULL
Holy-Bible---English---New-Heart-Jehovah			NHH	New Heart English Bible, Jehovah	New Heart English Bible, Jehovah	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	Jehovah God used as God's name	NHEB.net	https://nheb.net			172965665X	1729656633	NULL	YQZPDS7W1CH	2RD4AG49WTX	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-jehovah/paperback/product-1vgmp9ng.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-jehovah-new-testament/paperback/product-1968gzv9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-jehovah/hardcover/product-1669m28w.html	NULL	1vgmp9ng	1968gzv9	1669m28w	NULL	NULL
Holy-Bible---English---New-Heart-Jesus-Messiah			NHJ	New Heart English Bible, Messiah	New Heart English Bible, Messiah	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	Jesus Messiah used as Jesus' name	NHEB.net	https://nheb.net			1729656668	1729656684	NULL	WEA9FVFQB0S	6CJSK6N78G5	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-messiah/paperback/product-1568zgn5.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-messiah-new-testament/paperback/product-1568zg55.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-messiah/hardcover/product-1mmzpwr8.html	NULL	1568zgn5	1568zg55	1mmzpwr8	NULL	NULL
Holy-Bible---English---New-Heart-Messianic			NHM	New Heart English Bible, Yeshua	New Heart English Bible, Yeshua	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	Yeshua Messiah used as Jesus' name	NHEB.net	https://nheb.net			1729656714	1729656730	NULL	67XW1GGNQW6	YHEKZ3HCBG0	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yeshua/paperback/product-124r657z.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yeshua-new-testament/paperback/product-1gqdwgkr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yeshua/hardcover/product-186y2kgk.html	NULL	124r657z	1gqdwgkr	186y2kgk	NULL	NULL
Holy-Bible---English---New-Heart-Standard			NHE	New Heart English Bible, Standard	New Heart English Bible, Standard	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	Jesus Christ used as Jesus' name	NHEB.net	https://nheb.net			1729656749	1729656765	NULL	08E1APNNMQ7	4RGW3XGRRGM	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-standard/paperback/product-1vgmp9eg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-standard-new-testament/paperback/product-1968gzr9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-standard/hardcover/product-176879m5.html	NULL	1vgmp9eg	1968gzr9	176879m5	NULL	NULL
Holy-Bible---English---New-Heart-YHWH			NHY	New Heart English Bible, YHWH	New Heart English Bible, YHWH	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Wayne A. Mitchell	Wayne A. Mitchell	2008-2021	YHWH God used as God's name	NHEB.net	https://nheb.net			1729656773	1729656781	NULL	8N9568JPPS4	456N0KWZ36W	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yhwh/paperback/product-1jwdpnry.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yhwh-new-testament/paperback/product-1z7rpkge.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-heart-english-bible-yhwh/hardcover/product-1e4d98zz.html	NULL	1jwdpnry	1z7rpkge	1e4d98zz	NULL	NULL
Holy-Bible---English---Noyes			ENN	Noyes Bible	Noyes Bible	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			George Noyes	George Noyes	1869		eBible.org	https://ebible.org/details.php?id=engnoy			B0DWLXC4QB	NULL	NULL	PVPVV7WSXZH	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-noyes-bible/paperback/product-w4r96y8.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-noyes-bible/hardcover/product-kvwz252.html	NULL	w4r96y8	NULL	kvwz252	NULL	NULL
Holy-Bible---English---One-Unity-Resource-Bible			EOR	One Unity Resource Bible	One Unity Resource Bible	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Thomas Robinson	Thomas Robinson	2016		eBible.org	https://ebible.org/details.php?id=engourb			1729739229	NULL	NULL	88TDA6WJJKA	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-one-unity-resource-bible/paperback/product-1498kmp2.html	NULL	NULL	NULL	1498kmp2	NULL	NULL	NULL	NULL
Holy-Bible---English---Open-English-Bible-Commonwealth			EOB	Open English Bible, Commonwealth	Open English Bible, Commonwealth	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			OpenEnglishBible.org	OpenEnglishBible.org	2016		eBible.org	https://ebible.org/details.php?id=engoebcw			1976152879	NULL	NULL	89NT6M3TCXP	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-open-english-bible-commonwealth/paperback/product-1mmzpwpe.html	NULL	NULL	NULL	1mmzpwpe	NULL	NULL	NULL	NULL
Holy-Bible---English---Open-English-Bible-US			EOU	Open English Bible, US	Open English Bible, US	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			OpenEnglishBible.org	OpenEnglishBible.org	2016		eBible.org	https://ebible.org/details.php?id=engoebus			1976152925	NULL	NULL	JZX7FDHGAD1	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-open-english-bible-us/paperback/product-1gqdwgwe.html	NULL	NULL	NULL	1gqdwgwe	NULL	NULL	NULL	NULL
Holy-Bible---English---Orthodox-Jewish-Bible			EOJ	Tanakh and B'rit Chadasha	The Orthodox Jewish Bible	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			Artists for Israel International	Artists for Israel International	2002-2011, 2021, 2024		eBible.org	https://ebible.org/details.php?id=engojb			B0FFZMP6VG	B0FF3KGGS9	NULL	YXG9WCF989J	CA04SC9CAE3	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-orthodox-jewish-bible/paperback/product-2mwdqp5.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-orthodox-jewish-bible-new-testament/paperback/product-gjy4278.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-orthodox-jewish-bible/hardcover/product-nv9rz49.html	NULL	2mwdqp5	gjy4278	nv9rz49	NULL	NULL
Holy-Bible---English---Revised-Version			ERV	Revised Version 1895	Revised Version 1895	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			British Revision Committee	19th century British revision of the King James Version	1895		eBible.org	https://ebible.org/details.php?id=eng-rv			197615300X	1985365766	NULL	P0VC5T6CTY3	2BR83169AQ2	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-revised-version-1895/paperback/product-1jwdpze9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-revised-version-1895-new-testament/paperback/product-1mmzpq2y.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-revised-version-1895/hardcover/product-124r6jme.html	NULL	1jwdpze9	1mmzpq2y	124r6jme	NULL	NULL
Holy-Bible---English---Rotherham-Bible			ERO	Rotherham Emphasized Bible	Rotherham Emphasized Bible	English	English	UK, USA, Canada, Australia, New Zealand				eng	en	en		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Joseph Bryant Rotherham	Joseph Bryant Rotherham, published by Samuel Bagster and Sons	1902		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Rotherham			B08BDTX56N	B08BDTX582	NULL	69T49Y3S3D4	4W8ZJ54Z90F	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-rotherham-emphasized-bible/paperback/product-1qkgp56v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-rotherham-emphasized-bible-new-testament/paperback/product-1kkdpm9w.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-rotherham-emphasized-bible/hardcover/product-1mmzpqwy.html	NULL	1qkgp56v	1kkdpm9w	1mmzpqwy	NULL	NULL
