# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Gamo---Gamo-Bible	MAT-028-019		
Holy-Bible---Gamo---Gamo-Bible-Latin	JOH-003-016	Yohannisa Mishiraachcho 3:16	Xoossa Naa ammanizay wuri mernaa de7o demmanaappe attiin dhayontta mala Xoossi hayssa alameza daro siiqida gishshas ba mexi issi naaza immides.
Holy-Bible---Gamo---Gamo-Bible-Latin	GEN-003-024	Medheteththa Maxaafa 3:24	Iza kessidi, de7o miththaako efiza oge naagana mala, kirube geetettiza kiitanchchatanne popol7u gi aadhdhi aadhdhi wodhdhiza tama laco misatiza giththa mashsha Edeneppe arshey mokkiza baggara woththides.
Holy-Bible---Gamo---Gamo-Bible-Latin	LUK-023-034	Luqaasa Mishiraachcho 23:34	Yesusikka, «Ta Aawawu! Hayti ba ooththizayssa eridi ooththontta gishshas isttas atto ga!» gides; isttika iza may7oza saama yeggidi ba giddon gishetti ekkida.
Holy-Bible---Gamo---Gamo-Bible-Latin	REV-021-002	Yohannisa Ajjuuta 21:2-3	Geeshsha katamaya ooraththa Yerusalaamey ba azinas giigettida mishira mala lo7a giigettada salo Xoossaa achchafe wodhdhishin tani beyadis. Algazappe, «Hekko Xoossa aqosoy asara dees; izi isttara daana; isttika iza dereta gidana; Xoossi ba bonchchon isttara issife gidana; izi istta Xoos gidana.
Holy-Bible---Gamo---Gamo-Bible-Latin	HEB-011-008	Ibraawe Asaas 11:8	Abrahaamey baas laata biitta ekkanaas xeygettida wode ammanon azazettides; awa bizaakko erontta aggikokka ero giidi bides.
Holy-Bible---Gamo---Gamo-Bible-Latin	EXO-013-017	Kessa Maxaafa 13:17	Kawoy asaa yeddida wode Xoossi istta Filisxeeme biittara kanththisiza ogey mata shin he ogezara efibeenna; gaasoykka Xoossi, «Asay ola beykko ba qofaa laammidi guye Gibxe simmanaakko» giidi qoppides.
Holy-Bible---Gamo---Gamo-Bible-Latin	MAR-010-045	Marqoosa Mishiraachcho 10:45	Asa Nay gidikko asas ooththanaassinne ba shempo darota gishshas aaththi immanaas yides attiin ase oosisanaas yibeenna» gides.
Holy-Bible---Gamo---Gamo-Bible-Latin	ROM-001-001	Oroome Asaas 1:1	Yesus Kirstoosa ayllenne Hawaare gidanaas xeygettida Mishiraachcho qaalaa yootanaas Phawuloosappe kiitettida kiita.
Holy-Bible---Gamo---Gamo-Bible-Latin	MAT-028-019		
Holy-Bible---Gamotso---Gamo	JOH-003-016	Yanisa Mishiracho 3:16	Xoossa na ammanizay wuri medhina deyo demanappe attin dhayonta mala Xoossi hayssa alameza daro siqida gish ba mixi issi na immides.
Holy-Bible---Gamotso---Gamo	GEN-003-024		
Holy-Bible---Gamotso---Gamo	LUK-023-034	Luqaassa 23:34	Yesussaykka aabo hayti ba oothizaysa eridi ooothonta gish istas atto ga gides. Istika iza mayoza saama yegidi ba garssan gishetti ekkida.
Holy-Bible---Gamotso---Gamo	REV-021-002	Revelation 21:2-3	Geesha katamiya ooratha Yerusalamey ba azinas giigetida mishira mala lo7a giigettada Salo Xoossa achchefe wodhdhishin tani beyadis. Algazape hizgiza gita qaalay kezishin tani siyadis “Heko Xoossa aqosoy asara dees. Izi isttara deyana. Isttika iza dereta gidana. Xoossi izi isttara gidana. Izi istta Xoossu gidana.
Holy-Bible---Gamotso---Gamo	HEB-011-008	Ibirawe 11:8	Abiramey bees laata biitta ekkanas xeyigettida wode ammanon azazetides. Awa bizakone erontta aggikoka ero gi bides.
Holy-Bible---Gamotso---Gamo	EXO-013-017		
Holy-Bible---Gamotso---Gamo	MAR-010-045	Marqqossa 10:45	Asa nay gidikko asas oothansine ba shemppo darota gish athi immans yades atin ase othisanas yibeyna.” gides.
Holy-Bible---Gamotso---Gamo	ROM-001-001	Roome 1:1	Yesus Kiristoosa ayllene haware gidanasi xeygettida mishiracho qaala yootanaas kiitettida taape Phawulossape kiitettida kiita.
Holy-Bible---Gamotso---Gamo	MAT-028-019	Maatosa 28:19	Hessa gish bidi dere wursos Aawa Na7azane Xillo Ayana suthan xamaqishe tana kalizayta oothite,
Holy-Bible---Gata---Gata-Didayi-Bible	JOH-003-016	ଜହନ୍‌ 3:16	ଡାଗ୍ଲା ଇସ୍‌ପର୍ ମଞ୍ଚ୍‌ପୁର୍‌କେ ଅଃକେନ୍ ଆଲାଦ୍ ଡିଂକେ ଜେ ମେଁ ନିଜର୍ ମୁଇଂ ଆଃ ମାତର୍‌‌ ଉଙ୍ଗ୍‌ଡେକେ ଦାନ୍ ଡିଙ୍ଗ୍‌କେ ଡିରକମ୍ ଜାଣ୍ତେ ଡିଗ୍‌ ମେଁଅରିଆ ବିସ୍‌ବାସ୍ ଡିଙ୍ଗ୍‌ଏ ମେଁ ନସ୍ଟ ମାଡିଙ୍ଗ୍‌ଚେ ମାଡାନେ ପାରାନ୍ ବାଏ ।
Holy-Bible---Gata---Gata-Didayi-Bible	GEN-003-024		
Holy-Bible---Gata---Gata-Didayi-Bible	LUK-023-034	ଲୁକ୍‌ 23:34	ଜିସୁ ବାସଙ୍ଗ୍‌କେ “ଏ ମ୍ନାଃ ଆବା ଜାଣ୍ଡେ ରେମୁଆଁଇଂ ଆନେଙ୍ଗ୍ ବାଗୁଏ ଆର୍‌ଏ ଡିଙ୍ଗ୍‌କେ ଆମେଇଂକେ କେମା ଡିଗ୍ । ମାତ୍‍ରମ୍‍ ମେଇଂ ମେଁନେ ଡିଙ୍ଗ୍ଆର୍‌ଡିଙ୍କେ ଆତେନ୍‌ ମେଇଂ ଆମ୍ୟାକେ ଣ୍ଡୁ ।” ସନ୍ୟ‍ଇଙ୍ଗ୍ ଲେଟ୍‍ରିକ୍‍ ତ୍ଲାଗ୍‌ଚେ ଜିସୁନେ ସକା ବାଟା ଆର୍‌କେ ।
Holy-Bible---Gata---Gata-Didayi-Bible	REV-021-002	ପ୍ରକାସିତ୍‌ 21:2-3	ବାରି ମୁଇଙ୍ଗ୍ ପବିତ୍ର ଇନି ତ୍ମି ଯିରୂଶାଲାମ୍ ସେଲା ବେସ୍‌ରେ ଆର୍ମେଚେ କିତଂବାନ୍ ଇସ୍‌ପର୍‌ନେ ଡାଗ୍ରାବାନ୍ ଦର୍‌ତନି ଆଡ଼ାତ୍ରା ଜାର୍‌ନେ ଙ୍କେକେ । ବାରି କିତଂ ସିଂଆସନବାନ୍ ମୁଇଙ୍ଗ୍ ସାମୁଆଁ ନ୍ନାଂକେ: “ଏକେ ଇସ୍‌ପର୍‌ନେ ବାସାନେ ରେମୁଆଁଇଂନେ ବିତ୍ରେ; ମେଁ ମେଁଇଂନେ ଏତେ ବାସାଏ ବାରି ମେଇଂ ମେଁନେ ନିଜର୍ ରେମୁଆଁ ଡିଂଆର୍‌ଏ । ଇସ୍‌ପର୍ ମେଁଇଂନେ ଏତେ ବାସାଏ ଆରି ମେଁଇଂନେ ଇସ୍‌ପର୍ ଡିଂଆର୍‌ଏ ।
Holy-Bible---Gata---Gata-Didayi-Bible	HEB-011-008	ଏବ୍‌ରି 11:8	ଇସ୍‌ପର୍ ଅବ୍ରାହାମ୍‌କେ ମୁଡ଼ି ଦେସ୍ ବିଏ ଡାଗ୍‌ଚେ ସାମୁଆଁ ବିବଗେ ଆତେନ୍‌ ଦେସ୍‌ନ୍ତୁଗ୍ ୱେନେ ନ୍‌ସା ମେଁ ଉଡ଼ିବେଲା ଆମେକେ ୱାକେ ଅଃତେନ୍‌ ବେଲା ଅବ୍ରହାମ୍ ବିସ୍‌ବାସ୍‌ନିଆ ଇସ୍‌ପର୍‌ନେ ସାମୁଆଁ ପାଲନ୍ ଡିଂବଗେ । ମେଁ ଆଣ୍ଡି ୱେଡିଂକେ ଆତେନ୍‌ ମାମ୍ୟାଚେ ଡିଗ୍ ନିଜର୍ ଦେସ୍ ଆନ୍ତାର୍‌ବଗେ ।
Holy-Bible---Gata---Gata-Didayi-Bible	EXO-013-017		
Holy-Bible---Gata---Gata-Didayi-Bible	MAR-010-045	ମାର୍‌କ 10:45	ଡାଗ୍ଲା ମାପ୍‌ରୁ ଉଙ୍ଗ୍‌ଡେ ଡିଗ୍ ସେବା ବାନ୍‌ସା ପାଙ୍ଗ୍ ଆଲେଃକେ ଣ୍ଡୁ । ଆରି ସେବା ଡିଙ୍ଗ୍‌ନ୍‌ସା ଆରି ଗୁଲେ ରେମୁଆଁଇଂ ଆତ୍‌ଲା ଉଦାର୍ ଡିଂନେନ୍‌ସା ନିଜର୍‌ ପାରାନ୍ ବିଃନେ ପାଙ୍ଗ୍‌ଲେଃକେ ।”
Holy-Bible---Gata---Gata-Didayi-Bible	ROM-001-001	ରମିୟ 1:1	ଜିସୁ କିସ୍‌ଟନେ ଦାସ ବାରି ଇସ୍‍ପର୍‍ବାନ୍‍ ପାଙ୍ଗ୍‍ଲେଃକ୍ନେ ନିମାଣ୍ଡା କବର୍ ବାସଙ୍ଗ୍‍ ଅଲେଙ୍ଗ୍‍ନେସା ପ୍ରେରିତ୍‌ ସିସ୍‍ ରକମ୍‍ ଡିଙ୍ଗ୍‍ଚେ ପାଙ୍ଗ୍‍ନ୍ଲେଃକ୍ନେ ପାଉଲ୍‍ ଉଲିଆ ।
Holy-Bible---Gata---Gata-Didayi-Bible	MAT-028-019	ମାତିଉ 28:19	ସାପା ଦେସ୍‌ନେ ସାପା ବାସାନେ ରେମୁଆଁଇଂ ଡାଗ୍ରା ୱେଚେ ଆମେଇଂକେ ନେଙ୍ଗ୍‌ନେ ସିସ୍‍ ଆଡିଙ୍ଗ୍‌ପା । ଆବା ଉଙ୍ଗ୍‌ଡେ ଆରି ପବିତ୍ର ଆତ୍ମାନେ ମ୍ନିରେ ଆମେଇଂକେ ଦିକ୍ୟା ବିଃପା
Holy-Bible---Gayil---Gayl-Bible	JOH-003-016	ዮሀንስ 3:16	“ክትካ አሜንድባብ ሙዳ ስለንካ ዶቅንት ዶቅድንግንዳ ዳት ከት ካይዳክንግንዳ ሳብ ፍጫ ሙደን አንድር ሶልምሳንካንታ ዋልቃ ይንታ ይንችንም እምሴ።
Holy-Bible---Gayil---Gayl-Bible	GEN-003-024		
Holy-Bible---Gayil---Gayl-Bible	LUK-023-034	ሉቃስ 23:34	የሱሰረ፥ “እባቦ! ከታ ይ ይድንደትም ኤሳየኬ ነጋ ከትም ጋይካ” ጋይሴ። ዳምንባብከስ ክታ አፍለንም እጨካ ካስምሰኬ።
Holy-Bible---Gayil---Gayl-Bible	REV-021-002	ለምለም 21:2-3	ሳብካንታ ፋስምሳን ካተመና ክላ የሩሳሌም ይንታ ክእስንካንታ ሰክስምሳን እሰንደትግንዳ ግግምሶ ጭላር ሳብደርንካ ኮት Ꮊንቸርድንካ ሰድቴ፥ “ይና! ሳብታ ገችንተና ኤድንከስካ ክክኔ፥ ከትከረ ክክን ኖ ዶቅተሬ፥ ከተረ ክታ ዎርሳ ማተረኬ። ሳብ ይንታ ማታርንካ ከትካ ክክን ማተረ፥ ኬታ ጮይሰረ ኖ ማተረ፥
Holy-Bible---Gayil---Gayl-Bible	HEB-011-008	ዕብራውያን 11:8	አብረሀም ባእ ማስሶ ይ ተይድን ካርዘን ክት አይድንግንዳ ይ ኤልምሳንደትካ Ꮊብር ይ አይዳናንከረ ኤሳክዶቆ አይካንታ ክት ክትምሳንዳ ኣመንኬ።
Holy-Bible---Gayil---Gayl-Bible	EXO-013-017		
Holy-Bible---Gayil---Gayl-Bible	MAR-010-045	ማርቆስ 10:45	ኤደት ይንች ዎራ ፍክስካንተኬ ይንታ ሰንፔንም በድንከስካንታ ቆትማ ማስሶ እማካንታ Ꮊዳ ዳት ክትካንታ ፍግዝድንግንዳ Ꮊዳክዬ።”
Holy-Bible---Gayil---Gayl-Bible	ROM-001-001	ሮማ 1:1	የሱስ ክርስቶሰታ ፍክስንባብ ማችባብዘንኬ፥ ኦይትምስባብ ማትካንታ ኤልምስባብዘንካ፥ ሳብተረ ክላ ኬዘንም ኤስስካንታ እድምስባብ ጳውሎስዘንካ ኦይትምሳንዳ ክታ።
Holy-Bible---Gayil---Gayl-Bible	MAT-028-019	ማቶስ 28:19	ይና ፍጫሙደንዘን ዶቅድን ዎርሳ ሙደንደር አይከቴ፥ ሳብ ባቤንታ፥ ሳብ ይንችንተኬ አያን ጭልንታ ላምካ ከትም ስእሰረቶ እስታ ካርንካ ጎርስምድባብ ማስስከቴ።
Holy-Bible---Geji---Geji-Bible	JOH-003-016	Yohana 3:16	“Ten ɗe Nya lam dii atl i'e yek ta̱ ba̱l Yen ɗe na̱m gwe ba̱ wunda̱l gwas ni ɗa̱ sowu, ten ɗe ta̱ mas ma̱lgwe nga̱sti tenti go ba̱s lil ka̱ so ama ta̱s mbi mbadl ma̱n la̱shi pakti.
Holy-Bible---Geji---Geji-Bible	GEN-003-024		
Holy-Bible---Geji---Geji-Bible	LUK-023-034	Lukka 23:34	Yek Yesu wule, “Aba, taasi ma̱jin byas wul jwasa̱n ka, na̱k ɗe ba̱sa̱ yis ilgwe sa̱ na̱ma pa̱lti wu sowu.” Yek sa̱ huul luka̱l ga̱ Yesu ka̱ dlo gwasa̱n ten botlti ga̱ ma̱lgwe a kan wu.
Holy-Bible---Geji---Geji-Bible	REV-021-002		 
Holy-Bible---Geji---Geji-Bible	HEB-011-008		
Holy-Bible---Geji---Geji-Bible	EXO-013-017		
Holy-Bible---Geji---Geji-Bible	MAR-010-045		
Holy-Bible---Geji---Geji-Bible	ROM-001-001	Roma 1:1	Lishti ga̱n go tet mal ami Bulus zhel ga̱ Yesu Almasihu ɗe sa̱ mbe ɗe ta da̱m ɗe yen shinti ga̱ Yesu, yek sa̱ za̱n ka ten ɗe ta lak icin ten ga̱ɓa ma̱n ta̱mti ga̱ Nya wu ka̱n.
Holy-Bible---Geji---Geji-Bible	MAT-028-019	Matiyu 28:19	Ten na̱k gwisi, ningo sak hwi mas mbala̱n ji dii atl ɗe ta̱s koɓa̱nni, laka̱nsi ta̱s da̱m ɗe mil lishti jini, aka̱a̱ nisi ma pa̱lti baptisma na̱ shin ga̱ Aba suk ga̱ Yen suk ga̱ Shishi ga̱ Nya.
Holy-Bible---German---German-Albrecht	JOH-003-016	Johannes 3:16	Denn so sehr hat Gott die Welt geliebt, daß er seinen eingeborenen Sohn gegeben hat, damit jeder, der an ihn glaubt, nicht verlorengehe, sondern das ewige Leben habe.
Holy-Bible---German---German-Albrecht	GEN-003-024		
Holy-Bible---German---German-Albrecht	LUK-023-034	Lukas 23:34	Da sprach Jesus: "Vater, vergib ihnen; denn sie wissen nicht, was sie tun!" Dann verteilten sie seine Kleider unter sich, indem sie das Los darüber warfen.
Holy-Bible---German---German-Albrecht	REV-021-002	Offenbarung 21:2-3	Darauf sah ich die heilige Stadt, ein neues Jerusalem, von Gott aus dem Himmel niedersteigen, so herrlich wie eine für ihren Bräutigam geschmückte Braut. Auch hörte ich eine laute Stimme von dem Thron her rufen: / Gottes Hütte ist jetzt bei den Menschen! Er wird bei ihnen wohnen, und sie sind sein Volk. Er selbst wird unter ihnen weilen als ihr Gott
Holy-Bible---German---German-Albrecht	HEB-011-008	Hebraeer 11:8	Im Glauben folgte Abraham dem göttlichen Befehl, auszuziehen an einen Ort, den er zum Erbe empfangen sollte; und er zog aus, ohne zu wissen, wohin.
Holy-Bible---German---German-Albrecht	EXO-013-017		
Holy-Bible---German---German-Albrecht	MAR-010-045	Markus 10:45	Denn auch der Menschensohn ist nicht gekommen, um sich dienen zu lassen, sondern um selbst zu dienen und sein Leben dahinzugeben als Lösegeld für viele."
Holy-Bible---German---German-Albrecht	ROM-001-001	Roemers 1:1	Paulus, ein Knecht Jesu Christ, berufen zum Apostel und auserkoren, um Gottes Frohe Botschaft zu verkünden. —
Holy-Bible---German---German-Albrecht	MAT-028-019	Matthaeus 28:19	So geht denn hin und sammelt mir aus allen Völkern Jünger: führt sie durch die Taufe in die Gemeinschaft des Vaters, des Sohnes und des Heiligen Geistes
Holy-Bible---German---German-Elberfelder-1871	JOH-003-016	Johannes 3:16	Denn also hat Gott die Welt geliebt, daß er seinen eingeborenen Sohn gab, auf daß jeder, der an ihn glaubt, nicht verloren gehe, sondern ewiges Leben habe.
Holy-Bible---German---German-Elberfelder-1871	GEN-003-024	1 Mose 3:24	und er trieb den Menschen aus und ließ lagern gegen Osten vom Garten Eden die Cherubim und die Flamme des kreisenden Schwertes, um den Weg zum Baume des Lebens zu bewahren.
Holy-Bible---German---German-Elberfelder-1871	LUK-023-034	Lukas 23:34	Jesus aber sprach: Vater, vergib ihnen, denn sie wissen nicht, was sie tun! Sie aber verteilten seine Kleider und warfen das Los darüber.
Holy-Bible---German---German-Elberfelder-1871	REV-021-002	Offenbarung 21:2-3	Und ich sah die heilige Stadt, das neue Jerusalem, aus dem Himmel herniederkommen von Gott, bereitet wie eine für ihren Mann geschmückte Braut. Und ich hörte eine laute Stimme aus dem Himmel sagen: Siehe, die Hütte [O. das Zelt] Gottes bei den Menschen! Und er wird bei ihnen wohnen, [Eig. zelten] und sie werden sein Volk sein, und Gott selbst wird bei ihnen sein, ihr Gott.
Holy-Bible---German---German-Elberfelder-1871	HEB-011-008	Hebraeer 11:8	Durch Glauben war Abraham, als er gerufen wurde, gehorsam, auszuziehen an den Ort, den er zum Erbteil empfangen sollte; und er zog aus, nicht wissend, wohin er komme.
Holy-Bible---German---German-Elberfelder-1871	EXO-013-017	2 Mose 13:17	Und es geschah, als der Pharao das Volk ziehen ließ, da führte Gott sie nicht den Weg durch das Land der Philister, wiewohl er nahe war; denn Gott sprach: Damit es das Volk nicht gereue, wenn sie den Streit sehen, und sie nicht nach Ägypten zurückkehren.
Holy-Bible---German---German-Elberfelder-1871	MAR-010-045	Markus 10:45	Denn auch der Sohn des Menschen ist nicht gekommen, um bedient zu werden, sondern um zu dienen und sein Leben zu geben als Lösegeld für viele.
Holy-Bible---German---German-Elberfelder-1871	ROM-001-001	Roemers 1:1	Paulus, Knecht [O. Sklave; so auch später] Jesu Christi, berufener Apostel, abgesondert zum Evangelium Gottes
Holy-Bible---German---German-Elberfelder-1871	MAT-028-019	Matthaeus 28:19	Gehet nun hin und machet alle Nationen zu Jüngern, und taufet sie auf den Namen des Vaters und des Sohnes und des Heiligen Geistes,
Holy-Bible---German---German-Elberfelder-1905	JOH-003-016	Johannes 3:16	Denn also hat Gott die Welt geliebt, daß er seinen eingeborenen Sohn gab, auf daß jeder, der an ihn glaubt, nicht verloren gehe, sondern ewiges Leben habe.
Holy-Bible---German---German-Elberfelder-1905	GEN-003-024	1 Mose 3:24	und er trieb den Menschen aus und ließ lagern gegen Osten vom Garten Eden die Cherubim und die Flamme des kreisenden Schwertes, um den Weg zum Baume des Lebens zu bewahren.
Holy-Bible---German---German-Elberfelder-1905	LUK-023-034	Lukas 23:34	Jesus aber sprach: Vater, vergib ihnen, denn sie wissen nicht, was sie tun! Sie aber verteilten seine Kleider und warfen das Los darüber.
Holy-Bible---German---German-Elberfelder-1905	REV-021-002	Offenbarung 21:2-3	Und ich sah die heilige Stadt, das neue Jerusalem, aus dem Himmel herniederkommen von Gott, bereitet wie eine für ihren Mann geschmückte Braut. Und ich hörte eine laute Stimme aus dem Himmel sagen: Siehe, die Hütte Gottes bei den Menschen! Und er wird bei ihnen wohnen, und sie werden sein Volk sein, und Gott selbst wird bei ihnen sein, ihr Gott.
