# File Name: SKIPPED.txt
# File Size: 1878046     
# File Date: 12/28/2025 10:21:19
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	037	And a yong man, that was hid, cam to hir, and lai bi hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	038	Certis whanne we weren in a corner of the gardyn, we sien the wickidnesse, and runnen to hem, and we sien hem meddlid togidere.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	039	And sotheli we myyten not take hym, for he was strongere than we; and whanne he hadde opened the doris, he skippide out.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	040	But whanne we hadde take this womman, we axiden, who was the yonge man; and sche nolde schewe to vs. Of this thing we ben witnessis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	041	The multitude bileuede to hem, as to the eldre men and iugis of the puple, and condempneden hir to deth.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	042	Forsothe Susanne criede loud with greet vois, and seide, Lord God, without bigynnyng and ende, that art knowere of hid thingis, that knowist alle thingis bifore that tho ben don;
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	043	thou wost, that thei han bore fals witnessyng ayens me. And lo! Y dye, whanne Y haue not do ony of these thingis, whiche these men han maad maliciously ayens me.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	044	Forsothe the Lord herde the vois of hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	045	And whanne she was led to the deth, the Lord reiside the hooli spirit of a yonge child, whos name was Danyel.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	046	And he criede loude with a greet vois, Y am cleene of the blood of this womman.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	047	And al the puple turned ayen to hym, and seide, What is this word, which thou hast spoke?
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	048	And whanne he stood in the myddis of hem, he seide, So ye, fonned children of Israel, not demynge nether knowynge that that is trewe, condempneden the douyter of Israel.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	049	Turne ye ayen to the dom, for thei spaken fals witnessyng ayens hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	050	Therfor the puple turnede ayen with haaste. And the elde men seiden to hym, Come thou, and sitte in the myddis of vs, and schewe to vs; for God hath youe to thee the onour of eelde.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	051	And Danyel seide to hem, Departe ye hem atwynny fer, and Y schal deme hem.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	052	Therfor, whanne thei weren departid oon fro the tother, he clepide oon of hem, and seide to hym, Thou elde man of yuel daies, now thi synnes ben comun, whiche thou wrouytist bifore,
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	053	demynge vniust domes, oppressynge innocentis, and delyuerynge gilti men, whanne the Lord seith, Thou schalt not sle an innocent and iust man.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	054	But now if thou siest hir, seie thou, vndur what tree thou siest hem spekynge togidere to hem silf? Which seide, Vndur an haw tree.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	055	Forsothe Danyel seide, Riytli thou liest in thin heed; for lo! the angel of the Lord, bi a sentence takun of hym, schal kitte thee bi the myddil.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	056	And whanne he was stirid awei, he comaundide the tother to come, and seide to hym, Thou seed of Canaan, and not of Juda, fairnesse hath disseyued thee, and coueitise hath misturned thin herte;
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	057	thus ye diden to the douytris of Israel, and thei dredden, and spaken to you, but the douyter of Juda suffride not youre wickidnesse.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	058	Now therfor seie thou to me, vndur what tree thou siest hem spekynge togidere to hem silf?
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	059	Which seide, Vndur a blak thorn. Forsothe Danyel seide to hym, Riytli also thou liest in thin heed; for the aungel of the Lord dwellith, and hath a swerd, that he kitte thee bi the myddil, and sle you.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	060	Therfor al the puple criede lowde with greet vois, and blessiden `the Lord, that saueth hem that hopen in hym.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	061	And thei risiden togidere ayens the twei preestis; for Danyel hadde conuyctid hem bi her mouth, that thei hadden bore fals witnessyng; and thei diden to hem, as thei hadden do yuele ayens the neiyboresse,
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	062	that thei schulden do bi the lawe of Moises, and thei killiden hem. And giltles blood was sauyd in that dai.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	063	Forsothe Helchie and his wijf herieden the Lord in that day, for Susanne, her douyter, with Joachym, hir hosebonde, and with alle hir kynesmen, for a foul thing was not foundun in hir.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	064	Forsothe Danyel was maad greet in the siyt of the puple, fro that dai and afterward.
Holy-Bible---English---Wycliffe-Bible	027	DAN	013	065	And kyng Astriages was put to his fadris, and Sirus of Perseis took his rewme.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	001	Forsothe Danyel eet with the kyng, and was onourid aboue alle the frendis of hym.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	002	Also an idol, Bel bi name, was at Babiloyne, and twelue mesuris of cleene flour, of whiche mesuris eche conteynede thre buyschels, and fourti scheep, and sixe mesuris of wyn, that ben clepid amfris, weren spendid in it ech day.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	003	And the kyng worschipede that Beel, and yede ech dai to onoure hym; certis Danyel worschipide his God. And the kyng seide to hym, Whi worschipist thou not Beel?
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	004	Which answeride, and seide to him, For Y worschipe not idols maad bi hond, but God lyuynge, that made of nouyt heuene and erthe, and hath power of ech fleisch.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	005	And the kyng seide to hym, Whether it semeth not to thee, that Bel is a lyuynge god? whether thou seest not, hou grete thingis he etith and drynkith ech dai?
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	006	And Daniel seide leiyinge, Kyng, erre thou not; for whi this Bel is of clei with ynne, and of bras withoutforth, and etith not ony tyme.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	007	And the king was wroth, and clepide the preestis therof, and seide to hem, If ye seien not to me, who it is that etith these costis, ye schulen die.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	008	Forsothe if ye schewen that Bel etith these thingis, Daniel schal die, for he blasfemede Bel. And Daniel seide to the king, Be it don bi thi word.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	009	Forsothe the prestis of Bel weren seuenti, outakun wyues, and litle children, ether seruauntis, and sones. And the kyng cam with Daniel in to the temple of Bel.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	010	And the preestis of Bel seiden, Lo! we schulen go out, and thou, kyng, sette meetis, and meddle wyn, and close thou the dore, and aseele it with thi ryng.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	011	And whanne thou entrist eerli, if thou fyndist not alle thingis etun of Bel, we schulen die bi deth, ether Daniel schal die, that liede ayens vs.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	012	Sotheli thei tristiden, for thei hadden maad a priuy entryng vndur the boord, and bi it thei entriden euere, and deuouriden tho thingis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	013	Forsothe it was don, aftir that thei yeden out, and the king settide metis bifor Bel, Daniel comaundide to hise children, and thei brouyten aischis, and he riddlide thorouy al the temple bifor the kyng. And thei yeden out, and closiden the dore, and aseeliden with the ryng of the kyng, and yeden forth.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	014	But the preestis entriden in niyt, bi her custom, and the wyues, and children of hem, and eeten and drunken alle thingis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	015	Forsothe the kyng roos moost eerli, and Daniel with hym.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	016	And the kyng seide, Daniel, whether the seelis ben saaf? And he answeride, King, tho ben saaf.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	017	And anoon whanne thei hadden openyd the dore, the king biheelde the boord, and he criede an hiy with a greet vois, Bel, thou art greet, and no gile is at thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	018	And Daniel leiyede, and he helde the kyng, that he entride not with ynne. And Daniel seide, Lo! the pawment, perseyue thou whos steppis these ben.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	019	And the kyng seide, Y se steppis of men, and of wymmen, and of yonge children. And the kyng was wrooth.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	020	Thanne the kyng took the preestis, and the wyues, and children of hem; and thei schewiden to hym litle priuy doris, bi whiche thei entriden, and wastiden tho thingis that weren on the boord.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	021	Therfor the kyng killide hem, and bitook Bel in to the power of Daniel, which distriede thilke Bel, and his temple.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	022	And a greet dragoun was in that place, and Babiloyns worschipiden it.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	023	And the kyng seide to Daniel, Lo! now thou maist not seie, that this is not a quik god; therfor worschipe thou hym.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	024	And Daniel seide to the kyng, Y worschipe my Lord God, for he is God lyuynge.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	025	But thou, kyng, yyue power to me, and Y schal sle the dragoun, with out swerd and staf. And the kyng seide, Y yyue to thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	026	Therfor Daniel took pitch, and talow, and heeris, and sethide togidere; and he made gobetis, and yaf in to the mouth of the dragun; and the dragun was al to-brokun. And Daniel seide, Lo! whom ye worschipiden.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	027	And whanne Babiloynes hadden herd this thing, thei hadden indignacioun greetli; and thei weren gaderid ayens the king, and seiden, The king is maad a Jew; he distriede Bel, and killide the dragun, and slow the preestis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	028	And thei seiden, whanne thei weren comun to the kyng, Bitake thou to vs Daniel, that distriede Bel, and killide the dragun; ellis we schulen sle thee, and thin hous.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	029	Therfor the kyng siy, that thei fellen in on hym greetli; and he was compellid bi nede, and he bitook Daniel to hem.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	030	Whiche senten hym in to the lake of liouns, and he was there seuene daies.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	031	Certis seuene liouns weren in the lake, and twei bodies and twei scheep weren youun to hem ech dai. And thanne tho weren not youun to hem, that thei schulden deuoure Daniel.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	032	Forsothe Abacuk, the profete, was in Judee, and he hadde soden potage, and hadde set in looues in a litil panyere; and he yede in to the feeld, to bere to reperis.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	033	And the aungel of the Lord seide to Abacuk, Bere thou the mete, which thou hast, in to Babiloyne, to Daniel, which is in the lake of liouns.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	034	And Abacuk seide, Lord, Y siy not Babiloyne, and Y knew not the lake.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	035	And the aungel of the Lord took hym bi his top, and bar hym bi the heer of his heed; and he `settide thilke Abacuk in Babiloyne, on the lake, in the fersnesse of his spirit.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	036	And Abacuk criede, and seide, Daniel, the seruaunt of God, take thou the mete, that God hath sent to thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	037	And Daniel seide, Lord God, thou hast mynde on me, and hast not forsake hem that louen thee.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	038	And Daniel roos, and eet; certis the aungel of the Lord restoride Abacuk anoon in his place.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	039	Therfor the kyng cam in the seuenthe dai to biweile Danyel; and he cam to the lake, and lokide in, and lo! Daniel sittynge in the myddis of liouns.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	040	The kyng criede an hiy with greet vois, and seide, Lord God of Daniel, thou art greet; and the kyng drow hym out of the lake.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	041	Certis he sente in to the lake hem, that weren cause of his perdicioun, and thei weren deuourid in a moment bifor him.
Holy-Bible---English---Wycliffe-Bible	027	DAN	014	042	Thanne the kyng seide, Thei that dwellen in al erthe, drede the God of Daniel, for he is God lyuynge in to worldis; he is delyuerere, and sauyour, doynge myraclis and meruels in heuene and in erthe, that delyuerede Daniel fro the lake of liouns.
Holy-Bible---English---Wycliffe-Bible	028	HOS	002	023	And Y schal sowe it to me in to a lond, and Y schal haue merci on it that was with out merci.
Holy-Bible---English---Wycliffe-Bible	030	AMO	006	010	And his neiybore schal take hym, and schal brenne hym, that he bere out boonys of the hous. And he schal seie to hym, that is in the priuy places of the hous,
Holy-Bible---English---Wycliffe-Bible	043	JOH	006	051	Y am lyuynge breed, that cam doun fro heuene.
Holy-Bible---English---Wycliffe-Bible	066	REV	012	018	And he stood on the grauel of the see.
Holy-Bible---Estonian---Contemporary	064	3JO	001	014	sest loodan sind varsti näha. Siis räägime silmast silma.
Holy-Bible---Estonian---For-All	040	MAT	017	021	
Holy-Bible---Estonian---For-All	040	MAT	018	011	
Holy-Bible---Estonian---For-All	040	MAT	023	014	
Holy-Bible---Estonian---For-All	041	MAR	007	016	
Holy-Bible---Estonian---For-All	041	MAR	009	044	
Holy-Bible---Estonian---For-All	041	MAR	009	046	
Holy-Bible---Estonian---For-All	041	MAR	011	026	
Holy-Bible---Estonian---For-All	041	MAR	015	028	
Holy-Bible---Estonian---For-All	042	LUK	017	036	
Holy-Bible---Estonian---For-All	042	LUK	023	017	
Holy-Bible---Estonian---For-All	043	JOH	005	004	
Holy-Bible---Estonian---For-All	045	ROM	016	024	
Holy-Bible---Etulo---Etulo-Bible	064	3JO	001	014	N weka odi abu dzikan-dzikan ta eyi ka gbɔdzɛ inɛ-inɛ.
Holy-Bible---Etulo---Etulo-Bible	066	REV	012	018	Man ozumenyi na si kwudzɛkɛ mfyan mi onekyoo.
Holy-Bible---Ewe---Word-of-Life	064	3JO	001	014	Mele mɔ kpɔm be míado go kpuie, eye míaƒo nu ŋkume kple ŋkume.
Holy-Bible---Falam---Falam-Chin-Bible	041	MAR	007	016	
Holy-Bible---Falam---Falam-Chin-Bible	041	MAR	009	044	
Holy-Bible---Falam---Falam-Chin-Bible	041	MAR	009	046	
Holy-Bible---Falam---Falam-Chin-Bible	041	MAR	011	026	
Holy-Bible---Falam---Falam-Chin-Bible	041	MAR	015	028	
Holy-Bible---Finnish---Open-Living-News	064	3JO	001	014	Toivon, että tapaamme pian ja saamme puhua kaikesta.
Holy-Bible---Finnish---Open-Living-News	066	REV	012	018	Se jäi väijymään valtameren rantaan.
Holy-Bible---Flemish---Flemish-De-Jonge-Bible	043	JOH	008	059	
Holy-Bible---Flemish---Flemish-De-Jonge-Bible	064	3JO	001	014	doch ik hoop u spoedig te zien, en dan zullen wij van mond tot mond spreken.
Holy-Bible---Flemish---Flemish-De-Jonge-Bible	066	REV	012	018	En hij ging staan bij den oever der zee,
Holy-Bible---French---Bonnet-Bovet-Bible	009	1SA	020	042	Et Jonathan dit à David : Va en paix, maintenant que nous avons juré l’un et l’autre, au nom de l’Éternel, en disant : Que l’Éternel soit entre moi et toi, entre ma postérité et ta postérité à jamais !
Holy-Bible---French---Bonnet-Bovet-Bible	011	1KI	022	043	Et il marcha dans toute la voie d’Asa, son père ; il ne s’en détourna pas, faisant ce qui est droit aux yeux de l’Éternel.
Holy-Bible---French---Bonnet-Bovet-Bible	019	PSA	003	001	Psaume de David, quand il fuyait devant Absalom, son fils.
Holy-Bible---French---Bonnet-Bovet-Bible	019	PSA	004	001	Au maître chantre. Avec instruments à cordes. Psaume de David.
Holy-Bible---French---Bonnet-Bovet-Bible	019	PSA	005	001	Au maître chantre. Avec les flûtes. Psaume de David.
