# File Name: RAWCHECK.txt
# File Size: 4696076     
# File Date: 08/31/2026 07:39:05
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---English---Aionian-Bible	027	DAN	003	011	MODIFY	and whoever does not fall down and worship shall be cast into the middle of a burning fiery furnace.	and whoever doesn’t fall down and worship shall be cast into the middle of a burning fiery furnace.
Holy-Bible---English---Aionian-Bible	027	DAN	003	012	MODIFY	There are certain Jews whom you have appointed over the affairs of the province of Babylon: Shadrach, Meshach, and Abednego. These men, O king, have not respected you. They do not serve your gods, and do not worship the golden image which you have set up.”	There are certain Jews whom you have appointed over the affairs of the province of Babylon: Shadrach, Meshach, and Abednego. These men, O king, have not respected you. They don’t serve your gods, and don’t worship the golden image which you have set up.”
Holy-Bible---English---Aionian-Bible	027	DAN	003	014	MODIFY	Nebuchadnezzar answered them, “Is it true, Shadrach, Meshach, and Abednego, that you do not serve my gods and you do not worship the golden image which I have set up?	Nebuchadnezzar answered them, “Is it true, Shadrach, Meshach, and Abednego, that you don’t serve my gods and you don’t worship the golden image which I have set up?
Holy-Bible---English---Aionian-Bible	027	DAN	003	015	MODIFY	Now if you are ready whenever you hear the sound of the horn, flute, zither, lyre, harp, pipe, and all kinds of music to fall down and worship the image which I have made, good; but if you do not worship, you shall be cast the same hour into the middle of a burning fiery furnace. Who is that god who will deliver you out of my hands?”	Now if you are ready whenever you hear the sound of the horn, flute, zither, lyre, harp, pipe, and all kinds of music to fall down and worship the image which I have made, good; but if you don’t worship, you shall be cast the same hour into the middle of a burning fiery furnace. Who is that god who will deliver you out of my hands?”
Holy-Bible---English---Aionian-Bible	027	DAN	003	024	MODIFY	Then Nebuchadnezzar the king was astonished and rose up in haste. He spoke and said to his counselors, “Did not we cast three men bound into the middle of the fire?” They answered the king, “True, O king.”	Then Nebuchadnezzar the king was astonished and rose up in haste. He spoke and said to his counselors, “Didn’t we cast three men bound into the middle of the fire?” They answered the king, “True, O king.”
Holy-Bible---English---Aionian-Bible	027	DAN	003	027	MODIFY	The local governors, the deputies, and the governors, and the king’s counselors, being gathered together, saw these men, that the fire had no power on their bodies. The hair of their head was not singed. Their pants were not changed. The smell of fire was not even on them.	The local governors, the deputies, and the governors, and the king’s counselors, being gathered together, saw these men, that the fire had no power on their bodies. The hair of their head wasn’t singed. Their pants weren’t changed. The smell of fire wasn’t even on them.
Holy-Bible---English---Aionian-Bible	027	DAN	004	007	MODIFY	Then the magicians, the enchanters, the Chaldeans, and the soothsayers came in; and I told them the dream, but they did not make known to me its interpretation.	Then the magicians, the enchanters, the Chaldeans, and the soothsayers came in; and I told them the dream, but they didn’t make known to me its interpretation.
Holy-Bible---English---Aionian-Bible	027	DAN	004	019	MODIFY	Then Daniel, whose name was Belteshazzar, was stricken mute for a while, and his thoughts troubled him. The king answered, “Belteshazzar, do not let the dream or the interpretation trouble you.” Belteshazzar answered, “My lord, may the dream be for those who hate you, and its interpretation to your adversaries.	Then Daniel, whose name was Belteshazzar, was stricken mute for a while, and his thoughts troubled him. The king answered, “Belteshazzar, don’t let the dream or the interpretation trouble you.” Belteshazzar answered, “My lord, may the dream be for those who hate you, and its interpretation to your adversaries.
Holy-Bible---English---Aionian-Bible	027	DAN	005	008	MODIFY	Then all the king’s wise men came in; but they could not read the writing, and could not make known to the king the interpretation.	Then all the king’s wise men came in; but they could not read the writing, and couldn’t make known to the king the interpretation.
Holy-Bible---English---Aionian-Bible	027	DAN	005	010	MODIFY	The queen by reason of the words of the king and his lords came into the banquet house. The queen spoke and said, “O king, live forever; do not let your thoughts trouble you, nor let your face be changed.	The queen by reason of the words of the king and his lords came into the banquet house. The queen spoke and said, “O king, live forever; don’t let your thoughts trouble you, nor let your face be changed.
Holy-Bible---English---Aionian-Bible	027	DAN	005	023	MODIFY	but have lifted up yourself against the Lord of heaven; and they have brought the vessels of his house before you, and you and your lords, your wives, and your concubines, have drunk wine from them. You have praised the gods of silver and gold, of bronze, iron, wood, and stone, which do not see, or hear, or know; and you have not glorified the God in whose hand your breath is, and whose are all your ways.	but have lifted up yourself against the Lord of heaven; and they have brought the vessels of his house before you, and you and your lords, your wives, and your concubines, have drunk wine from them. You have praised the gods of silver and gold, of bronze, iron, wood, and stone, which don’t see, or hear, or know; and you have not glorified the God in whose hand your breath is, and whose are all your ways.
Holy-Bible---English---Aionian-Bible	027	DAN	006	004	MODIFY	Then the presidents and the local governors sought to find occasion against Daniel as touching the kingdom; but they could find no occasion or fault, because he was faithful. There was not any error or fault found in him.	Then the presidents and the local governors sought to find occasion against Daniel as touching the kingdom; but they could find no occasion or fault, because he was faithful. There wasn’t any error or fault found in him.
Holy-Bible---English---Aionian-Bible	027	DAN	006	005	MODIFY	Then these men said, “We will not find any occasion against this Daniel, unless we find it against him concerning the law of his God.”	Then these men said, “We won’t find any occasion against this Daniel, unless we find it against him concerning the law of his God.”
Holy-Bible---English---Aionian-Bible	027	DAN	006	008	MODIFY	Now, O king, establish the decree and sign the writing, that it not be changed, according to the law of the Medes and Persians, which does not alter.”	Now, O king, establish the decree and sign the writing, that it not be changed, according to the law of the Medes and Persians, which doesn’t alter.”
Holy-Bible---English---Aionian-Bible	027	DAN	006	012	MODIFY	Then they came near, and spoke before the king concerning the king’s decree: “Have not you signed a decree that every man who makes a petition to any god or man within thirty days, except to you, O king, shall be cast into the den of lions?” The king answered, “This thing is true, according to the law of the Medes and Persians, which does not alter.”	Then they came near, and spoke before the king concerning the king’s decree: “Haven’t you signed a decree that every man who makes a petition to any god or man within thirty days, except to you, O king, shall be cast into the den of lions?” The king answered, “This thing is true, according to the law of the Medes and Persians, which doesn’t alter.”
Holy-Bible---English---Aionian-Bible	027	DAN	006	013	MODIFY	Then they answered and said before the king, “That Daniel, who is of the children of the captivity of Judah, does not respect you, O king, nor the decree that you have signed, but makes his petition three times a day.”	Then they answered and said before the king, “That Daniel, who is of the children of the captivity of Judah, doesn’t respect you, O king, nor the decree that you have signed, but makes his petition three times a day.”
